url,type
https://www.business-standard.com/article/economy-policy/govt-encouraging-evs-but-will-not-stop-ice-vehicles-registration-gadkari-121112201221_1.html,economics
https://www.business-standard.com/article/economy-policy/india-s-q2-gdp-likely-to-grow-8-1-says-sbi-research-report-121112300005_1.html,economics
https://www.business-standard.com/article/economy-policy/india-us-revive-trade-policy-forum-after-four-years-121112201244_1.html,economics
https://www.business-standard.com/article/economy-policy/centre-clears-air-on-proposal-to-give-away-mumbai-high-field-to-pvt-sector-121112201185_1.html,economics
https://www.business-standard.com/article/economy-policy/14-firms-approach-govt-to-settle-retrospective-taxation-cases-revenue-secy-121112200949_1.html,economics
https://www.business-standard.com/article/economy-policy/indian-consumers-spend-to-live-in-the-moment-despite-inflation-heat-survey-121112201064_1.html,economics
https://www.business-standard.com/article/economy-policy/india-s-exports-rise-18-8-to-20-billion-so-far-in-november-this-year-121112201088_1.html,economics
https://www.business-standard.com/article/economy-policy/up-tops-nation-in-air-connectivity-5-int-l-airports-1st-for-any-state-121112201071_1.html,economics
https://www.business-standard.com/article/economy-policy/state-attracts-mous-worth-over-rs-24-000-crore-ahead-of-vibrant-gujarat-121112201026_1.html,economics
https://www.business-standard.com/article/economy-policy/affordable-housing-segment-offers-rs-45-trn-investment-opportunity-report-121112200809_1.html,economics
https://www.business-standard.com/article/economy-policy/petrol-diesel-demand-growth-to-halve-due-to-cng-ethanol-ev-push-crisil-121112200852_1.html,economics
https://www.business-standard.com/article/economy-policy/uniform-rate-of-12-for-mmf-textiles-sector-to-reduce-compliance-burden-121112200850_1.html,economics
https://www.business-standard.com/article/economy-policy/recovery-tracker-higher-freight-numbers-workplace-visits-on-the-rise-121112200780_1.html,economics
https://www.business-standard.com/article/pti-stories/centre-s-fy22-fiscal-deficit-may-be-better-at-6-6-pc-on-stronger-than-expected-tax-buoyancy-fitch-121112200731_1.html,economics
https://www.business-standard.com/article/economy-policy/india-s-fy22-gdp-projection-upgraded-to-9-3-9-6-range-sbi-ecowrap-121112200749_1.html,economics
https://www.business-standard.com/article/economy-policy/as-shops-turn-to-jiomart-for-stocks-india-s-salespersons-find-going-tough-121112200276_1.html,economics
https://www.business-standard.com/podcast/economy-policy/repeal-of-farm-laws-a-setback-or-a-step-in-the-right-direction-121112200091_1.html,economics
https://www.business-standard.com/article/economy-policy/withdrawal-of-farm-laws-is-a-missed-chance-for-a-progressive-indian-society-121112200123_1.html,economics
https://www.business-standard.com/article/economy-policy/sbi-npci-nse-likely-promoters-of-open-e-platform-for-retailers-121112200015_1.html,economics
https://www.business-standard.com/article/companies/inflation-heat-consumer-goods-firms-share-in-india-inc-profit-drops-121112200010_1.html,economics
https://www.business-standard.com/article/companies/a-controversial-call-what-does-5g-spectrum-auction-delay-mean-for-india-121112101022_1.html,economics
https://www.business-standard.com/article/pti-stories/govt-to-exceed-fy22-tax-collection-target-direct-tax-mop-up-at-rs-6-lakh-cr-till-oct-revenue-secy-121112100361_1.html,economics
https://www.business-standard.com/article/economy-policy/ustr-katherine-tai-india-visit-trade-policy-forum-indo-pacific-on-agenda-121112200025_1.html,economics
https://www.business-standard.com/article/economy-policy/tea-body-urges-for-measures-for-equilibrium-in-demand-supply-121112100755_1.html,economics
https://www.business-standard.com/article/economy-policy/industry-divided-over-12-uniform-gst-rate-on-apparel-and-footwear-121112100765_1.html,economics
https://www.business-standard.com/article/economy-policy/midc-inks-25-mous-worth-rs-15-260-crore-at-dubai-world-expo-2020-121112100724_1.html,economics
https://www.business-standard.com/article/economy-policy/finance-ministry-notifies-12-gst-rate-on-mmf-yarn-fabrics-from-jan-1-121112100678_1.html,economics
https://www.business-standard.com/article/economy-policy/fm-announces-clearance-of-two-proposals-of-ifsca-at-gift-city-in-gujarat-121112000865_1.html,economics
https://www.business-standard.com/article/economy-policy/epfo-adds-1-54-mn-net-subscribers-in-sept-2021-895-000-are-new-govt-121112000840_1.html,economics
https://www.business-standard.com/article/economy-policy/national-conclave-on-mining-to-discuss-key-issues-opportunities-in-sector-121112000748_1.html,economics
https://www.business-standard.com/article/economy-policy/non-core-asset-monetisation-govt-invites-bids-to-sell-6-bsnl-mtnl-assets-121112000763_1.html,economics
https://www.business-standard.com/article/economy-policy/epfo-empowers-advisory-body-to-take-a-call-on-investment-in-invits-bonds-121112000721_1.html,economics
https://www.business-standard.com/article/economy-policy/after-farm-laws-repeal-focus-shifts-to-ensuring-effective-delivery-of-msp-121112000658_1.html,economics
https://www.business-standard.com/article/economy-policy/epfo-approves-diversification-of-investments-to-up-to-5-of-annual-deposits-121112000621_1.html,economics
https://www.business-standard.com/article/economy-policy/cpi-weights-do-not-reflect-covid-19-pandemic-realities-shows-analysis-121112000128_1.html,economics
https://www.business-standard.com/article/economy-policy/rbi-group-s-suggestions-will-boost-digital-lending-say-experts-121111901270_1.html,economics
